Date: 3-11 SEP 1964
Super Typhoon  #21
ADV  LAT   LON       TIME     WIND  PR  STAT
  1   9.20  159.30 09/03/00Z   25     - TROPICAL DEPRESSION
  2   9.30  158.00 09/03/06Z   30     - TROPICAL DEPRESSION
  3   9.50  156.70 09/03/12Z   35     - TROPICAL STORM
  4   9.70  155.40 09/03/18Z   45     - TROPICAL STORM
  5  10.00  154.00 09/04/00Z   55     - TROPICAL STORM
  6  10.30  152.50 09/04/06Z   65     - TYPHOON-1
  7  10.70  151.20 09/04/12Z   65     - TYPHOON-1
  8  11.10  149.60 09/04/18Z   70     - TYPHOON-1
  9  12.00  148.00 09/05/00Z   75     - TYPHOON-1
 10  12.80  146.30 09/05/06Z   85     - TYPHOON-2
 11  13.40  144.30 09/05/12Z   90     - TYPHOON-2
 12  14.00  142.20 09/05/18Z  100     - TYPHOON-3
 13  14.40  140.30 09/06/00Z  115     - TYPHOON-4
 14  14.80  138.40 09/06/06Z  130     - TYPHOON-4
 15  15.00  136.70 09/06/12Z  140     - SUPER TYPHOON-5
 16  15.60  134.90 09/06/18Z  155     - SUPER TYPHOON-5
 17  16.20  133.20 09/07/00Z  165     - SUPER TYPHOON-5
 18  16.80  131.30 09/07/06Z  170     - SUPER TYPHOON-5
 19  17.10  129.60 09/07/12Z  165     - SUPER TYPHOON-5
 20  17.40  127.90 09/07/18Z  160     - SUPER TYPHOON-5
 21  17.90  126.40 09/08/00Z  160     - SUPER TYPHOON-5
 22  18.00  125.10 09/08/06Z  160     - SUPER TYPHOON-5
 23  18.30  123.70 09/08/12Z  160     - SUPER TYPHOON-5
 24  18.70  122.60 09/08/18Z  150     - SUPER TYPHOON-5
 25  19.00  121.40 09/09/00Z  140     - SUPER TYPHOON-5
 26  19.40  120.30 09/09/06Z  130     - TYPHOON-4
 27  19.90  118.70 09/09/12Z  130     - TYPHOON-4
 28  20.40  117.60 09/09/18Z  115     - TYPHOON-4
 29  20.80  116.70 09/10/00Z  100     - TYPHOON-3
 30  21.60  115.60 09/10/06Z   90     - TYPHOON-2
 31  22.50  114.60 09/10/12Z   85     - TYPHOON-2
 32  23.30  113.10 09/10/18Z   55     - TROPICAL STORM
 33  25.00  111.00 09/11/00Z   40     - TROPICAL STORM
 34  26.20  109.00 09/11/06Z   30     - TROPICAL DEPRESSION
 35  28.00  107.00 09/11/12Z   20     - TROPICAL DEPRESSION
